SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:27.513657,1.8135335445404053,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:27.735457,2.054349184036255,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:27.737443,2.038334369659424,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:27.743442,2.0453341007232666,10
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:27.767110,2.0699877738952637,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:27.805181,2.1060729026794434,42
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:27.817017,2.1189093589782715,88
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:36.647108,1.9822039604187012,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:36.692109,2.028210401535034,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:36.707108,2.0452029705047607,88
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:36.722110,2.0602049827575684,38
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:36.768107,2.1042091846466064,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:36.776108,2.1122093200683594,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:36.790107,2.127211809158325,10
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:36.835109,2.172213554382324,42
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:37.568138,1.8847377300262451,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:37.637123,1.9387238025665283,88
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:37.728125,2.028722047805786,42
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:37.738122,2.0397226810455322,10
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:37.787122,2.089721441268921,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:37.795132,2.111732244491577,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:37.804122,2.121725559234619,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:37.804122,2.104719638824463,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:46.736444,2.0728039741516113,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:46.794443,2.130803346633911,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:46.801459,2.138838529586792,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:46.801459,2.1398537158966064,88
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:46.930443,2.267822265625,10
